OBJECTID,ASSETID,ID,Location,TOOLTIP,NLA_URL
1547,18081,22918,OAKWOOD AV AT SPAULDING AV,OAKWOOD AV AT SPAULDING AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22918
1548,18088,24390,OLYMPIC  BL  AT  BARRINGTON  AV,OLYMPIC  BL  AT  BARRINGTON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24390
1549,18104,24557,WESTGATE  AV  AT  CHENAULT  ST,WESTGATE  AV  AT  CHENAULT  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24557
1550,18891,58624,MASON  AV  S/O  TULSA  ST,MASON  AV  S/O  TULSA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58624
1551,18894,63636,COBALT  ST  AT  HERRICK  AV,COBALT  ST  AT  HERRICK  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63636
1552,18901,63756,LARKSPUR ST AT TELFAIR AV,LARKSPUR ST AT TELFAIR AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63756
1553,18920,62640,SAN JOSE ST AT WOODMAN AV,SAN JOSE ST AT WOODMAN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62640
1554,18933,61843,RINALDI ST AT LOUISE AV,RINALDI ST AT LOUISE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=61843
1555,18936,64147,WHEELER  AV  S/O  GAGER  ST,WHEELER  AV  S/O  GAGER  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=64147
1556,16339,53284,BALBOA BL AT PARTHENIA ST,BALBOA BL AT PARTHENIA ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=53284
1557,16341,54418,RAYEN  ST  AT  TOBIAS  AV,RAYEN  ST  AT  TOBIAS  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=54418
1558,16348,56441,BLOOMFIELD ST AT GOODLAND AV,BLOOMFIELD ST AT GOODLAND AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=56441
1559,16361,54704,SCOVILLE  AV AT  DAY  ST,SCOVILLE  AV AT  DAY  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=54704
1560,17209,25102,FLETCHER  DR  W/O  LARGA  AV,FLETCHER  DR  W/O  LARGA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25102
1561,17228,75085,YORK  BL  AT  EAGLE  ROCK  BL,YORK  BL  AT  EAGLE  ROCK  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=75085
1562,17232,81796,CAHUENGA  BL  AT   DE LONGPRE  AV,CAHUENGA  BL  AT   DE LONGPRE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=81796
1563,17240,20629,INGLEWOOD  BL  AT  ROSE  AV,INGLEWOOD  BL  AT  ROSE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=20629
1564,17243,66118,NEOSHO  AV  AT  LOUISE  AV,NEOSHO  AV  AT  LOUISE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66118
1565,18105,24628,BRENTWOOD TER AT MORENO AV,BRENTWOOD TER AT MORENO AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24628
1566,18109,25769,BRIER  AV  AT  MCCREADY  AV,BRIER  AV  AT  MCCREADY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25769
1567,18120,25857,ANDRITA  ST  AT  ESTARA  AV,ANDRITA  ST  AT  ESTARA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25857
1568,18130,29903,WESTGATE AV S/O SUNSET BL,WESTGATE AV S/O SUNSET BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29903
1569,18131,27760,ELLENWOOD DR AT LAS COLINAS AV,ELLENWOOD DR AT LAS COLINAS AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=27760
1570,18137,30939,WESTERN AV  S/O  BEVERLY BL,WESTERN AV  S/O  BEVERLY BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30939
1571,18139,28846,MANNING  AV  AT  GILMERTON  AV,MANNING  AV  AT  GILMERTON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28846
1572,18958,63216,HERRICK AV S/O VAUGHN ST,HERRICK AV S/O VAUGHN ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63216
1573,18969,61424,RINALDI ST AT LOUISE AV,RINALDI ST AT LOUISE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=61424
1574,18986,64687,MIKUNI  AV  N/O  NORDHOFF  WAY,MIKUNI  AV  N/O  NORDHOFF  WAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=64687
1575,16424,62103,WENTWORTH  ST  W/O  FOOTHILL  BL,WENTWORTH  ST  W/O  FOOTHILL  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62103
1576,16447,59003,EGBERT ST AT BADGER AV,EGBERT ST AT BADGER AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59003
1577,17259,44950,WOODBRIDGE ST AT BAKMAN AV,WOODBRIDGE ST AT BAKMAN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=44950
1578,17263,67602,DICKENS  ST  AT  SHERMAN  OAKS AV,DICKENS  ST  AT  SHERMAN  OAKS AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67602
1579,17267,67908,CHAUTAUQUA BL  AT  VANCE ST,CHAUTAUQUA BL  AT  VANCE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67908
1580,17268,29752,FEDERAL  AV AT OLYMPIC BL,FEDERAL  AV AT OLYMPIC BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29752
1581,17269,47732,LINDLEY AV S/O OXNARD ST,LINDLEY AV S/O OXNARD ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=47732
1582,17297,82099,CAHUENGA  BL AT  RIVERSIDE DR,CAHUENGA  BL AT  RIVERSIDE DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=82099
1583,17303,45177,BLAIR DR N/O TROY DR,BLAIR DR N/O TROY DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=45177
1584,18157,29079,ROCHESTER  AV  AT  MALCOLM  AV,ROCHESTER  AV  AT  MALCOLM  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29079
1585,18162,29178,GLENDON  AV  AT  HOLMAN  AV,GLENDON  AV  AT  HOLMAN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29178
1586,18163,29198,BEVERLY GLEN  BL   AT   LA  GRANGE  AV,BEVERLY GLEN  BL   AT   LA  GRANGE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29198
1587,18168,29246,OLYMPIC  BL  AT  BEVERLY  GLEN  BL,OLYMPIC  BL  AT  BEVERLY  GLEN  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29246
1588,18172,29346,MISSISSIPPI  AV  AT  GLENDON  AV,MISSISSIPPI  AV  AT  GLENDON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29346
1589,18173,29347,GLENDON  AV  AT  MISSISSIPPI  AV,GLENDON  AV  AT  MISSISSIPPI  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29347
1590,18184,29436,CUSHDON AV AT MANNING AV,CUSHDON AV AT MANNING AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29436
1591,18199,29742,SEPULVEDA  BL  AT  SANTA MONICA BL,SEPULVEDA  BL  AT  SANTA MONICA BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29742
1592,18200,29751,OLYMPIC BL AT FEDERAL AV,OLYMPIC BL AT FEDERAL AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29751
1593,19020,66121,KENYON  AV  AT  LOUISE  AV,KENYON  AV  AT  LOUISE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66121
1594,19024,65125,CANOGA AV AT DEVONSHIRE ST,CANOGA AV AT DEVONSHIRE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65125
1595,19025,65128,ETON  AV  AT  LEMARSH  ST,ETON  AV  AT  LEMARSH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65128
1596,16498,64845,DE SOTO AV AT LASSEN ST,DE SOTO AV AT LASSEN ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=64845
1597,16507,63764,SEPULVEDA  BL  N/O  ROXFORD  ST,SEPULVEDA  BL  N/O  ROXFORD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63764
1598,16515,65059,CANOGA AV AT PARTHENIA ST,CANOGA AV AT PARTHENIA ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65059
1599,16522,62559,VANOWEN  ST  AT  LINDLEY  AV,VANOWEN  ST  AT  LINDLEY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62559
1600,16523,63934,POLK  ST  AT  TELFAIR  AV,POLK  ST  AT  TELFAIR  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63934
1601,17312,41773,MAGNOLIA BL AT CAHUENGA BL,MAGNOLIA BL AT CAHUENGA BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=41773
1602,17314,82139,HAYVENHURST AV S/O BURBANK BL,HAYVENHURST AV S/O BURBANK BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=82139
1603,17334,83175,GLENOAKS  BL  AT  COHASSET  ST,GLENOAKS  BL  AT  COHASSET  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=83175
1604,18216,30665,HUDSON AV S/O SANTA MONICA BL,HUDSON AV S/O SANTA MONICA BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30665
1605,18218,35034,ALLESANDRO ST W/O GLENDALE BL,ALLESANDRO ST W/O GLENDALE BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35034
1606,18228,32215,HOOVER  ST  AT  BELLEVUE  AV,HOOVER  ST  AT  BELLEVUE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32215
1607,18229,32222,BENTON  WAY   S/O   SUNSET  BL,BENTON  WAY   S/O   SUNSET  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32222
1608,19041,66922,PACIFIC COAST HWY  AT  FRIES  AV,PACIFIC COAST HWY  AT  FRIES  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66922
1609,19042,68694,OXNARD  ST  AT  LE SAGE  AV,OXNARD  ST  AT  LE SAGE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=68694
1610,19057,70537,TERRYHILL PL  E/O  BARRINGTON AV,TERRYHILL PL  E/O  BARRINGTON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=70537
1611,16604,62426,ZELZAH  AV  AT  PARTHENIA  ST,ZELZAH  AV  AT  PARTHENIA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62426
1612,16609,64743,DEVONSHIRE  ST  AT  VARIEL  AV,DEVONSHIRE  ST  AT  VARIEL  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=64743
1613,16611,62521,LINDLEY  AV  AT  VANOWEN  ST,LINDLEY  AV  AT  VANOWEN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62521
1614,16620,69783,MULHOLLAND DR W/O SKIRBALL CENTER DR,MULHOLLAND DR W/O SKIRBALL CENTER DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=69783
1615,16627,69844,WHITE OAK AV  AT  PRAIRIE ST,WHITE OAK AV  AT  PRAIRIE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=69844
1616,17370,62623,RINALDI ST AT BALBOA BL,RINALDI ST AT BALBOA BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62623
1617,17386,63729,TELFAIR AV AT LARKSPUR ST,TELFAIR AV AT LARKSPUR ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63729
1618,18275,30133,1st ST AT HANFORD AV,1st ST AT HANFORD AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30133
1619,18282,31753,6TH  ST  AT  SHATTO  PL,6TH  ST  AT  SHATTO  PL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31753
1620,18287,30264,CABRILLO AV AT 11th ST,CABRILLO AV AT 11th ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30264
1621,18290,31877,PLYMOUTH  BL  AT  3RD  ST,PLYMOUTH  BL  AT  3RD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31877
1622,18295,34603,CITRUS  AV  AT  3RD  ST,CITRUS  AV  AT  3RD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=34603
1623,18297,30339,3RD  ST  W/O  GRAND  AV,3RD  ST  W/O  GRAND  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30339
1624,18299,31948,VAN NESS  AV  AT  MELROSE  AV,VAN NESS  AV  AT  MELROSE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31948
1625,18312,30491,PACIFIC  AV  AT  3RD  ST,PACIFIC  AV  AT  3RD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30491
1626,19096,65923,RANCHITO  AV  S/O  PARTHENIA  ST,RANCHITO  AV  S/O  PARTHENIA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65923
1627,19106,69585,CHANDLER  BL  AT  WOODMAN  AV,CHANDLER  BL  AT  WOODMAN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=69585
1628,19141,74398,3RD  ST  AT  LA  CIENEGA  BL,3RD  ST  AT  LA  CIENEGA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=74398
1629,16534,61761,SAN JOSE ST AT GENESTA AV,SAN JOSE ST AT GENESTA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=61761
1630,16554,62950,MERCER  ST  AT  TELFAIR  AV,MERCER  ST  AT  TELFAIR  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62950
1631,17454,37385,YUCCA  ST  AT  CHEROKEE  AV,YUCCA  ST  AT  CHEROKEE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37385
1632,18317,37464,WILCOX  AV   AT   HOLLYWOOD  BL,WILCOX  AV   AT   HOLLYWOOD  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37464
1633,18331,36538,HAYWORTH  AV  N/O  SUNSET  BL,HAYWORTH  AV  N/O  SUNSET  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=36538
1634,18336,35877,WOODWARDIA  DR  AT  NICADA  DR,WOODWARDIA  DR  AT  NICADA  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35877
1635,18351,37356,FRANKLIN  AV  AT  CAHUENGA  BL,FRANKLIN  AV  AT  CAHUENGA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37356
1636,18360,37440,HIGHLAND AV  AT  HOLLYWOOD  BL,HIGHLAND AV  AT  HOLLYWOOD  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37440
1637,19155,28580,PROSSER AV AT FAIRBURN AV,PROSSER AV AT FAIRBURN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28580
1638,19163,77402,BANDERA  ST  AT  92ND  ST,BANDERA  ST  AT  92ND  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=77402
1639,19165,13842,LA BREA AV AT ROSELAND ST,LA BREA AV AT ROSELAND ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13842
1640,19174,77436,BELFAST  DR   E/O   SUNSET  PLAZA  DR,BELFAST  DR   E/O   SUNSET  PLAZA  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=77436
1641,19175,77462,BEVERLY GLEN BL AT COMSTOCK AV,BEVERLY GLEN BL AT COMSTOCK AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=77462
1642,19183,10561,UNION  PACIFIC  AV  AT  SPENCE  ST,UNION  PACIFIC  AV  AT  SPENCE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=10561
1643,16629,66064,LORENA  ST  AT  WHITTIER  BL,LORENA  ST  AT  WHITTIER  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66064
1644,16638,68645,DEVONSHIRE ST AT WOODLEY AV,DEVONSHIRE ST AT WOODLEY AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=68645
1645,16646,66948,OLYMPIC  BL  E/O  LOS ANGELES  ST,OLYMPIC  BL  E/O  LOS ANGELES  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66948
1646,17488,516,VERDUN  AV  AT  SLAUSON  AV,VERDUN  AV  AT  SLAUSON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=516
1647,17508,616,SLAUSON  AV  AT  ANGELES VISTA BL,SLAUSON  AV  AT  ANGELES VISTA BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=616
1648,17509,618,VERDUN  AV  AT  SLAUSON  AV,VERDUN  AV  AT  SLAUSON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=618
1649,18367,39951,OXNARD ST AT ETHEL AV,OXNARD ST AT ETHEL AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=39951
1650,18374,39194,BURBANK  BL   AT   WOODLAKE  AV,BURBANK  BL   AT   WOODLAKE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=39194
1651,18376,41383,CARPENTER  AV  AT  ERWIN  ST,CARPENTER  AV  AT  ERWIN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=41383
1652,18378,41442,OXNARD ST AT HAZELHURST PL,OXNARD ST AT HAZELHURST PL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=41442
1653,18417,40690,COLLINS  ST W/O SUNNYSLOPE AV,COLLINS  ST W/O SUNNYSLOPE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=40690
1654,19196,75636,VERMONT  AV  AT  MANCHESTER AV,VERMONT  AV  AT  MANCHESTER AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=75636
1655,19207,77656,WASHINGTON BL AT SAN PEDRO ST,WASHINGTON BL AT SAN PEDRO ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=77656
1656,19221,77086,SEPULVEDA BL AT MAYALL ST,SEPULVEDA BL AT MAYALL ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=77086
1657,19227,15098,PICO  BL  AT  WALL  ST,PICO  BL  AT  WALL  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=15098
1658,19232,75150,COLDEN AV AT BROADWAY,COLDEN AV AT BROADWAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=75150
1659,16684,67573,PARTHENIA ST AT BALBOA BL,PARTHENIA ST AT BALBOA BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67573
1660,16687,13498,ADAMS  BL  AT  BRIGHTON  AV,ADAMS  BL  AT  BRIGHTON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13498
1661,16694,65691,FOOTHILL BL AT COMMERCE AV,FOOTHILL BL AT COMMERCE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65691
1662,16695,65764,BADGER AV AT CLAYWOOD AV,BADGER AV AT CLAYWOOD AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65764
1663,16696,67811,HAZELTINE AV AT WEDDINGTON ST,HAZELTINE AV AT WEDDINGTON ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67811
1664,16699,67859,LANKERSHIM BL  AT  VENTURA  BL,LANKERSHIM BL  AT  VENTURA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67859
1665,16709,67926,PICO  BL  AT  MOTOR  AV,PICO  BL  AT  MOTOR  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67926
1666,17524,1495,GRAMERCY PL  AT  GAGE  AV,GRAMERCY PL  AT  GAGE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=1495
1667,20889,40903,BELLINGHAM AV AT OTSEGO ST,BELLINGHAM AV AT OTSEGO ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=40903
1668,20912,44931,TALOFA  AV  AT  MOORPARK  ST,TALOFA  AV  AT  MOORPARK  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=44931
1669,21710,28137,TOWNSEND  AV  N/O  YOSEMITE  DR,TOWNSEND  AV  N/O  YOSEMITE  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28137
1670,21740,77674,BROADWAY  AT  WASHINGTON  BL,BROADWAY  AT  WASHINGTON  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=77674
1671,22555,1735,WESTERN  AV  AT  FLORENCE  AV,WESTERN  AV  AT  FLORENCE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=1735
1672,22562,2324,GAGE  AV  AT  FIGUEROA  ST,GAGE  AV  AT  FIGUEROA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=2324
1673,22583,3124,CENTURY  BL  E/O  WESTERN  AV,CENTURY  BL  E/O  WESTERN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=3124
1674,20157,11115,OLYMPIC BL   AT   MASSELIN  AV,OLYMPIC BL   AT   MASSELIN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11115
1675,20161,13416,VERMONT AV AT ADAMS BL,VERMONT AV AT ADAMS BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13416
1676,20162,13419,EDGEHILL  DR  AT  28TH  ST,EDGEHILL  DR  AT  28TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=13419
1677,20164,10677,SPENCE  ST  AT  UNION  PACIFIC  AV,SPENCE  ST  AT  UNION  PACIFIC  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=10677
1678,20176,11250,ORANGE  GROVE  AV   AT   SATURN  ST,ORANGE  GROVE  AV   AT   SATURN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=11250
1679,20186,10306,21st ST E/O CENTRAL AV,21st ST E/O CENTRAL AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=10306
1680,20194,10591,NOAKES  ST  W/O  INDIANA  ST,NOAKES  ST  W/O  INDIANA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=10591
1681,20949,43554,ARMINTA ST AT BAKMAN AV,ARMINTA ST AT BAKMAN AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43554
1682,20960,42035,FULTON  AV  N/O  SATICOY  ST,FULTON  AV  N/O  SATICOY  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=42035
1683,20981,43093,SHERMAN  WAY  AT  VINELAND  AV,SHERMAN  WAY  AT  VINELAND  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43093
1684,21775,77041,BRAND  BL  AT  ARLETA  AV,BRAND  BL  AT  ARLETA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=77041
1685,21786,75414,SCOTT  AV  AT  ALVARADO  ST,SCOTT  AV  AT  ALVARADO  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=75414
1686,21810,49197,VICTORY  BL  AT  LANGDON  AV,VICTORY  BL  AT  LANGDON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=49197
1687,21811,77346,VICTORY  BL  AT  ORION  AV,VICTORY  BL  AT  ORION  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=77346
1688,21812,7472,JEFFERSON   BL  AT  LA  CIENEGA  BL,JEFFERSON   BL  AT  LA  CIENEGA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=7472
1689,22608,5124,214 th ST AT HARVARD BL,214 th ST AT HARVARD BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=5124
1690,22611,5514,MAURETANIA ST AT PIONEER AV,MAURETANIA ST AT PIONEER AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=5514
1691,22614,5207,BELLE  PORTE AV  AT  253RD  ST,BELLE  PORTE AV  AT  253RD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=5207
1692,22624,6522,R   ST AT ISLAND AV,R   ST AT ISLAND AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=6522
1693,22644,9569,28th ST E/O FIGUEROA ST,28th ST E/O FIGUEROA ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=9569
1694,22647,6923,MAIN  ST  AT  IMPERIAL  HWY,MAIN  ST  AT  IMPERIAL  HWY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=6923
1695,20098,7266,HOOVER  ST  AT  95TH  ST,HOOVER  ST  AT  95TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=7266
