OBJECTID,ASSETID,ID,Location,TOOLTIP,NLA_URL
3757,45176,28598,MISSOURI  AV AT MALCOLM AV,MISSOURI  AV AT MALCOLM AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28598
3758,45190,24135,DARLINGTON AV AT WESTGATE AV,DARLINGTON AV AT WESTGATE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24135
3759,45202,25490,ROKEBY ST W/O WAVERLY DR,ROKEBY ST W/O WAVERLY DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25490
3760,45207,23862,WYNOLA  ST  W/O  EL MEDIO  AV,WYNOLA  ST  W/O  EL MEDIO  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23862
3761,45208,24379,BUNDY  DR  AT  NEBRASKA  AV,BUNDY  DR  AT  NEBRASKA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24379
3762,45214,25623,BRIER  AV  AT  MCCREADY  AV,BRIER  AV  AT  MCCREADY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25623
3763,45217,24544,BARRINGTON  AV  AT  MONTANA  AV,BARRINGTON  AV  AT  MONTANA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24544
3764,45219,25669,DE LONGPRE  AV   W/O   HYPERION  AV,DE LONGPRE  AV   W/O   HYPERION  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25669
3765,45223,23981,JUNALUSKA WAY   AT   ALMAR AVE,JUNALUSKA WAY   AT   ALMAR AVE,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23981
3766,45225,24700,WESTGATE  AV  AT  IOWA  AV,WESTGATE  AV  AT  IOWA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24700
3767,42670,24007,CARMELINA  AV  AT  SUNSET  BL,CARMELINA  AV  AT  SUNSET  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24007
3768,42680,22421,MELROSE  AV  AT  GENESEE  AV,MELROSE  AV  AT  GENESEE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22421
3769,42681,24126,WESTGATE AV  AT DARLINGTON AV,WESTGATE AV  AT DARLINGTON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24126
3770,42684,22540,LA  CIENEGA  BL  AT  3RD  ST,LA  CIENEGA  BL  AT  3RD  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22540
3771,42686,22595,COLGATE AV AT LA JOLLA AV,COLGATE AV AT LA JOLLA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22595
3772,42687,22613,SWEETZER AV AT DREXEL AV,SWEETZER AV AT DREXEL AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=22613
3773,42691,24228,MORENO  AV  AT  BALTIC ST,MORENO  AV  AT  BALTIC ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24228
3774,42699,23008,1ST ST AT CRESCENT HEIGHTS BL,1ST ST AT CRESCENT HEIGHTS BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23008
3775,42700,23083,2nd ST AT SYCAMORE AV,2nd ST AT SYCAMORE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23083
3776,42705,25502,GRIFFITH PARK BL  AT  ST GEORGE  ST,GRIFFITH PARK BL  AT  ST GEORGE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25502
3777,42706,23134,LA JOLLA AV AT COLGATE AV,LA JOLLA AV AT COLGATE AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23134
3778,44386,45305,ZOO  DR  E/O  FOREST  LAWN  DR,ZOO  DR  E/O  FOREST  LAWN  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=45305
3779,44395,26887,DIVISION  ST  W/O  EL  PASO  DR,DIVISION  ST  W/O  EL  PASO  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=26887
3780,44401,66140,83RD ST   AT HINDRY AV,83RD ST   AT HINDRY AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66140
3781,44414,32062,SANBORN AV AT DEL MAR AV,SANBORN AV AT DEL MAR AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32062
3782,45244,28742,CAMDEN  AV  AT  TENNESSEE  AV,CAMDEN  AV  AT  TENNESSEE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28742
3783,45248,27905,COLLEGE VIEW AV  AT  MERTON AV,COLLEGE VIEW AV  AT  MERTON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=27905
3784,45253,28857,COVENTRY  PL  AT  GLENDON  AV,COVENTRY  PL  AT  GLENDON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28857
3785,45261,28975,SPROUL  AV  E/O  MILITARY  AV,SPROUL  AV  E/O  MILITARY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28975
3786,45268,28068,FIGUEROA  ST  AT  ANNAN  WAY,FIGUEROA  ST  AT  ANNAN  WAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28068
3787,45269,29084,ROCHESTER  AV  AT  MALCOLM  AV,ROCHESTER  AV  AT  MALCOLM  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29084
3788,45274,29183,LA  GRANGE  AV   W/O   BEVERLY GLEN BL,LA  GRANGE  AV   W/O   BEVERLY GLEN BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29183
3789,45276,29204,CASTELLO AV AT CASHIO ST,CASTELLO AV AT CASHIO ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29204
3790,42760,30597,CAHUENGA  BL  AT  LEXINGTON  AV,CAHUENGA  BL  AT  LEXINGTON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30597
3791,42763,27832,LAS FLORES DR  AT  HARTWICK  ST,LAS FLORES DR  AT  HARTWICK  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=27832
3792,42772,30929,PLYMOUTH BL AT ROSEWOOD AV,PLYMOUTH BL AT ROSEWOOD AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30929
3793,42778,28831,SELBY  AV  AT  COVENTRY  PL,SELBY  AV  AT  COVENTRY  PL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28831
3794,42787,28031,FIGUEROA  ST  AT  BUENA VISTA TER,FIGUEROA  ST  AT  BUENA VISTA TER,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28031
3795,42793,29094,WILKINS AV AT MANNING AV,WILKINS AV AT MANNING AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29094
3796,43545,58752,WHEATLAND AV AT FOOTHILL BL,WHEATLAND AV AT FOOTHILL BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58752
3797,43579,57126,MONTAGUE ST AT AMBOY AV,MONTAGUE ST AT AMBOY AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=57126
3798,43585,57155,GARBER  ST  AT  VARNA  AV,GARBER  ST  AT  VARNA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=57155
3799,43589,58977,LAKESIDE  ST  AT  GLADSTONE  AV,LAKESIDE  ST  AT  GLADSTONE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58977
3800,44438,18832,NEOSHO  AV  AT  LOUISE  AV,NEOSHO  AV  AT  LOUISE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=18832
3801,44461,19966,OVERLAND AV AT PALMS BL,OVERLAND AV AT PALMS BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=19966
3802,44473,67590,WOODLEY AV AT VICTORY BL,WOODLEY AV AT VICTORY BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67590
3803,45286,29296,SELBY  AV  AT  MISSOURI  AV,SELBY  AV  AT  MISSOURI  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29296
3804,45293,29417,OLYMPIC  BL  AT  VETERAN  AV,OLYMPIC  BL  AT  VETERAN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29417
3805,45323,28535,GLENDON  AV  AT  HOLMAN  AV,GLENDON  AV  AT  HOLMAN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28535
3806,45325,33697,GRIFFIN  AV  S/O  ALTURA  ST,GRIFFIN  AV  S/O  ALTURA  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=33697
3807,45327,34926,ELBERON AV AT HANFORD AV,ELBERON AV AT HANFORD AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=34926
3808,42708,23147,5th ST AT LA JOLLA AV,5th ST AT LA JOLLA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23147
3809,42720,24449,WELLESLEY  AV  AT  TENNESSEE  AV,WELLESLEY  AV  AT  TENNESSEE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24449
3810,42721,25618,EDGEWATER TER AT SILVER LAKE BL,EDGEWATER TER AT SILVER LAKE BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=25618
3811,42724,23935,TOYOPA  DR  AT  ALMOLOYA  DR,TOYOPA  DR  AT  ALMOLOYA  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23935
3812,42737,24702,NEBRASKA  AV  AT  STONER  AV,NEBRASKA  AV  AT  STONER  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24702
3813,42744,24849,5TH  ST  W/O  CENTRE  ST,5TH  ST  W/O  CENTRE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24849
3814,42745,24873,11th ST AT CENTRE ST,11th ST AT CENTRE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=24873
3815,43600,60410,BALBOA BL S/O SHERMAN WAY,BALBOA BL S/O SHERMAN WAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=60410
3816,43618,58456,RINALDI ST AT TAMPA AV,RINALDI ST AT TAMPA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58456
3817,43626,59404,MACLAY ST AT FENTON AV,MACLAY ST AT FENTON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=59404
3818,43628,57351,PARTHENIA  ST  AT  RANCHITO  AV,PARTHENIA  ST  AT  RANCHITO  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=57351
3819,43640,64895,DE SOTO AV AT LASSEN ST,DE SOTO AV AT LASSEN ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=64895
3820,44488,23831,AMALFI DR AT TOULON DR,AMALFI DR AT TOULON DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23831
3821,44493,23857,DRUMMOND  ST  AT  TOYOPA  DR,DRUMMOND  ST  AT  TOYOPA  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=23857
3822,44522,28519,FOX HILLS  DR   AT   CALVIN  AV,FOX HILLS  DR   AT   CALVIN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28519
3823,44529,45223,BERRY  DR  N/O  DONA LOLA  DR,BERRY  DR  N/O  DONA LOLA  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=45223
3824,45331,30660,VINE  ST  AT  ROMAINE  ST,VINE  ST  AT  ROMAINE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30660
3825,45335,35061,MANNING  AV  AT  BLYTHE  AV,MANNING  AV  AT  BLYTHE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35061
3826,45340,35100,HOLMBY  AV  AT  WELLWORTH  AV,HOLMBY  AV  AT  WELLWORTH  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35100
3827,45345,32808,COUNCIL ST AT CARONDELET ST,COUNCIL ST AT CARONDELET ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32808
3828,45360,32392,COMMONWEALTH  AV  AT  4TH  ST,COMMONWEALTH  AV  AT  4TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32392
3829,42812,29354,MISSISSIPPI  AV  AT  GLENDON  AV,MISSISSIPPI  AV  AT  GLENDON  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29354
3830,42822,29409,OLYMPIC  BL  AT  VETERAN  AV,OLYMPIC  BL  AT  VETERAN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29409
3831,42841,29588,NATIONAL PL AT OVERLAND AV,NATIONAL PL AT OVERLAND AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29588
3832,42844,29717,VETERAN AV  AT  ROCHESTER AV,VETERAN AV  AT  ROCHESTER AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29717
3833,42850,28479,EASTBORNE  AV   AT   THAYER  AV,EASTBORNE  AV   AT   THAYER  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28479
3834,42854,29819,GLENVILLE DR AT WHITWORTH DR,GLENVILLE DR AT WHITWORTH DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=29819
3835,42860,28507,THAYER  AV   S/O   SANTA MONICA  BL,THAYER  AV   S/O   SANTA MONICA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28507
3836,42861,28525,SELBY  AV  AT  HOLMAN  AV,SELBY  AV  AT  HOLMAN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28525
3837,42862,28555,PELHAM  AV  AT  MISSOURI  AV,PELHAM  AV  AT  MISSOURI  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28555
3838,43646,63716,LARKSPUR ST AT EL DORADO AV,LARKSPUR ST AT EL DORADO AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63716
3839,43648,63733,POLK  ST  AT  HERRICK  AV,POLK  ST  AT  HERRICK  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63733
3840,43662,65003,NORDHOFF ST AT MASON AV,NORDHOFF ST AT MASON AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=65003
3841,43666,66193,SHERMAN WAY AT TAMPA AV,SHERMAN WAY AT TAMPA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66193
3842,43686,61787,MCLENNAN  AV  AT  ARMSTEAD ST,MCLENNAN  AV  AT  ARMSTEAD ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=61787
3843,43688,62901,GAIN ST AT FELLOWS AV,GAIN ST AT FELLOWS AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=62901
3844,43690,64136,GAGER  ST  AT  PRAGER  AV,GAGER  ST  AT  PRAGER  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=64136
3845,44537,41690,MAGNOLIA  BL   AT   CARTWRIGHT  AV,MAGNOLIA  BL   AT   CARTWRIGHT  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=41690
3846,44544,82152,RESEDA BL AT BURBANK  BL,RESEDA BL AT BURBANK  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=82152
3847,44551,49634,CHASE  ST  AT  KELVIN  AV,CHASE  ST  AT  KELVIN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=49634
3848,44552,67454,CHASE  ST  AT  KELVIN  AV,CHASE  ST  AT  KELVIN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67454
3849,44571,63054,DE FOE  AV  N/O  PINNEY  ST,DE FOE  AV  N/O  PINNEY  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63054
3850,44582,43864,MORELLA AV AT DEHOUGNE ST,MORELLA AV AT DEHOUGNE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=43864
3851,45391,31321,ROSSMORE AV AT CLINTON ST,ROSSMORE AV AT CLINTON ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31321
3852,45401,31520,NORTON  AV  AT  BEVERLY  BL,NORTON  AV  AT  BEVERLY  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31520
3853,45423,30279,1st ST AT HANFORD AV,1st ST AT HANFORD AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30279
3854,45426,31908,3rd ST AT JUANITA AV,3rd ST AT JUANITA AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31908
3855,45429,34608,3RD  ST  AT  CITRUS  AV,3RD  ST  AT  CITRUS  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=34608
3856,45431,34615,OAKWOOD AV AT CITRUS AV,OAKWOOD AV AT CITRUS AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=34615
3857,45433,31936,ROSEWOOD  AV  AT  WINDSOR  BL,ROSEWOOD  AV  AT  WINDSOR  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31936
3858,42863,28573,MANNING  AV  AT  LA  GRANGE  AV,MANNING  AV  AT  LA  GRANGE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=28573
3859,42866,33542,FIGUEROA  ST  AT  AMABEL  ST,FIGUEROA  ST  AT  AMABEL  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=33542
3860,42871,30956,OXFORD  AV  S/O  BEVERLY  BL,OXFORD  AV  S/O  BEVERLY  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30956
3861,42876,33873,SAN  PABLO  ST  S/O  VALLEY  BL,SAN  PABLO  ST  S/O  VALLEY  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=33873
3862,42882,32452,OAK GLEN PL  AT  ALLESANDRO WAY,OAK GLEN PL  AT  ALLESANDRO WAY,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32452
3863,42885,31133,SIERRA VISTA AV E/O OXFORD AV,SIERRA VISTA AV E/O OXFORD AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31133
3864,42890,31177,ALEXANDRIA AV AT ROMAINE ST,ALEXANDRIA AV AT ROMAINE ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31177
3865,42906,32735,SUNSET  BL  AT  SUTHERLAND  ST,SUNSET  BL  AT  SUTHERLAND  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32735
3866,42907,32739,PARK  AV  W/O  ECHO  PARK  AV,PARK  AV  W/O  ECHO  PARK  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32739
3867,42912,32876,4TH  ST  AT  COMMONWEALTH  AV,4TH  ST  AT  COMMONWEALTH  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32876
3868,43714,63298,FILMORE ST AT NORRIS AV,FILMORE ST AT NORRIS AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63298
3869,43732,63441,BORDEN  AV  AT  EUSTACE  ST,BORDEN  AV  AT  EUSTACE  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=63441
3870,44618,58048,DRONFIELD AV AT ALLEGHENY ST,DRONFIELD AV AT ALLEGHENY ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58048
3871,44631,58890,LA CANADA  WAY  AT  JOHANNA  AV,LA CANADA  WAY  AT  JOHANNA  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=58890
3872,45437,34732,BATES  AV  AT  SUNSET  BL,BATES  AV  AT  SUNSET  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=34732
3873,45441,32039,ALLESANDRO  ST  AT  BAXTER  ST,ALLESANDRO  ST  AT  BAXTER  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=32039
3874,45448,30492,3RD  ST  AT  PACIFIC  AV,3RD  ST  AT  PACIFIC  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30492
3875,45452,35741,NORELLE  ST  W/O  EASTERN  AV,NORELLE  ST  W/O  EASTERN  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35741
3876,45458,37562,CAHUENGA  BL  AT   DE LONGPRE  AV,CAHUENGA  BL  AT   DE LONGPRE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37562
3877,45467,36403,HILLSIDE  AV  AT  OUTPOST  DR,HILLSIDE  AV  AT  OUTPOST  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=36403
3878,45478,35869,ANGELO  DR  AT  WOODWARDIA  DR,ANGELO  DR  AT  WOODWARDIA  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35869
3879,42975,36359,WONDERLAND AV  AT  HERMITS GLEN,WONDERLAND AV  AT  HERMITS GLEN,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=36359
3880,42996,35351,TEMPLETON  ST  AT  LOWELL  AV,TEMPLETON  ST  AT  LOWELL  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35351
3881,43000,35381,LOWELL  AV  AT  TEMPLETON  ST,LOWELL  AV  AT  TEMPLETON  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35381
3882,43005,35474,VALLEY BL   AT   BLOCK PL,VALLEY BL   AT   BLOCK PL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35474
3883,43007,37194,ALCYONA  DR  AT  EL CONTENTO  DR,ALCYONA  DR  AT  EL CONTENTO  DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37194
3884,43018,36971,CANYON DR AT FOOTHILL DR,CANYON DR AT FOOTHILL DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=36971
3885,43757,61646,TRIBUNE  ST  E/O  RESEDA  BL,TRIBUNE  ST  E/O  RESEDA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=61646
3886,43760,66353,WESTWOOD  BL  AT  WILSHIRE  BL,WESTWOOD  BL  AT  WILSHIRE  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66353
3887,43764,68386,WESTMONT DR AT MT SHASTA DR,WESTMONT DR AT MT SHASTA DR,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=68386
3888,43770,68412,9th ST AT AVERILL AV,9th ST AT AVERILL AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=68412
3889,43781,66478,WESTLAWN  AV  AT  GREENE  AV,WESTLAWN  AV  AT  GREENE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=66478
3890,44649,37383,YUCCA  ST  AT  WHITLEY  AV,YUCCA  ST  AT  WHITLEY  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37383
3891,44673,326,EMERSON AV AT 85TH ST,EMERSON AV AT 85TH ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=326
3892,44685,690,FLIGHT AV E/O AIRPORT BL,FLIGHT AV E/O AIRPORT BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=690
3893,45491,35435,STOCKBRIDGE  AV  S/O  ALLAN  ST,STOCKBRIDGE  AV  S/O  ALLAN  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35435
3894,45492,35480,MARIANNA AV S/O VALLEY BL,MARIANNA AV S/O VALLEY BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35480
3895,45494,35525,ALHAMBRA AV E/O WARWICK AV,ALHAMBRA AV E/O WARWICK AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=35525
3896,45509,38226,CANOGA  AV  AT  LOPEZ  ST,CANOGA  AV  AT  LOPEZ  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=38226
3897,45531,39914,AGNES AV AT SYLVAN ST,AGNES AV AT SYLVAN ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=39914
3898,45533,41278,HAMLIN ST AT BECK AV,HAMLIN ST AT BECK AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=41278
3899,42925,31740,5th ST AT ARDEN BL,5th ST AT ARDEN BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31740
3900,42934,30227,MEYLER  ST  AT  9TH  ST,MEYLER  ST  AT  9TH  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30227
3901,42937,31801,PLYMOUTH  BL  AT  1ST  ST,PLYMOUTH  BL  AT  1ST  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31801
3902,42948,31964,SEWARD  ST  AT  SANTA MONICA  BL,SEWARD  ST  AT  SANTA MONICA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=31964
3903,42953,34739,SOLANO AV AT BOUETT ST,SOLANO AV AT BOUETT ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=34739
3904,42955,30436,WALKER  AV   AT   1ST  ST,WALKER  AV   AT   1ST  ST,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=30436
3905,42968,37495,SUNSET  BL  AT  KENMORE  AV,SUNSET  BL  AT  KENMORE  AV,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=37495
3906,43805,67298,PARTHENIA  ST  E/O  RESEDA  BL,PARTHENIA  ST  E/O  RESEDA  BL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=67298
3907,43821,16877,ADAMS  BL  AT  ELLENDALE  PL,ADAMS  BL  AT  ELLENDALE  PL,http://navigatela.lacity.org/reports/dot_hr_traffic_counts_report.cfm?pk=16877
