,ID,Segment ID,Roadway Name,From,To,Direction,Date,sum
23505,138,87447,Bronx Park East,Maran Place,Lydig Avenue,NB,11/06/2019,10166
23506,138,87447,Bronx Park East,Maran Place,Lydig Avenue,NB,11/07/2019,10319
23507,138,87447,Bronx Park East,Maran Place,Lydig Avenue,NB,11/08/2019,10890
23508,138,87447,Bronx Park East,Maran Place,Lydig Avenue,NB,11/09/2019,10241
23509,138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/10/2019,13326
23510,138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/02/2019,16613
23511,138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/03/2019,12835
23512,138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/04/2019,14496
23513,138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/05/2019,15759
23514,138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/06/2019,16777
23515,138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/07/2019,16095
23516,138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/08/2019,18023
23517,138,87447,Bronx Park East,Maran Place,Lydig Avenue,SB,11/09/2019,16103
23518,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/10/2019,3108
23519,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/02/2019,3874
23520,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/03/2019,3207
23521,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/04/2019,3597
23522,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/05/2019,3314
23523,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/06/2019,3647
23524,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/07/2019,3623
23525,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/08/2019,4018
23526,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,NB,11/09/2019,3703
23527,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/10/2019,4246
23528,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/02/2019,4860
23529,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/03/2019,4196
23530,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/04/2019,4803
23531,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/05/2019,4433
23532,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/06/2019,5006
23533,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/07/2019,4856
23534,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/08/2019,5392
23535,139,88020,Bronxwood Avenue,East 214 Street,East 215 Street,SB,11/09/2019,4857
23536,140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/02/2019,6840
23537,140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/03/2019,5885
23538,140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/04/2019,5688
23539,140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/05/2019,5833
23540,140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/06/2019,5996
23541,140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/07/2019,6053
23542,140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/08/2019,5475
23543,140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/09/2019,5708
23544,140,29843,BROOKLYN AVENUE,St Johns Place,Lincoln Place,SB,11/10/2019,5463
23545,141,32361,Broome Street,Crosby Street,Broadway,WB,10/05/2019,11854
23546,141,32361,Broome Street,Crosby Street,Broadway,WB,10/06/2019,12245
23547,141,32361,Broome Street,Crosby Street,Broadway,WB,10/07/2019,12229
23548,141,32361,Broome Street,Crosby Street,Broadway,WB,10/08/2019,12397
23549,141,32361,Broome Street,Crosby Street,Broadway,WB,10/09/2019,12235
23550,141,32361,Broome Street,Crosby Street,Broadway,WB,10/10/2019,12355
23551,141,32361,Broome Street,Crosby Street,Broadway,WB,10/11/2019,12484
23552,141,32361,Broome Street,Crosby Street,Broadway,WB,10/12/2019,13729
23553,141,32361,Broome Street,Crosby Street,Broadway,WB,10/13/2019,12430
23554,142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/10/2019,2176
23555,142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/02/2019,3085
23556,142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/03/2019,2259
23557,142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/04/2019,2585
23558,142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/05/2019,2547
23559,142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/06/2019,2680
23560,142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/07/2019,2669
23561,142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/08/2019,2857
23562,142,9003959,Burke Avenue,Yates Avenue,Dead End,EB,11/09/2019,2688
23563,142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/10/2019,2887
23564,142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/02/2019,3978
23565,142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/03/2019,2857
23566,142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/04/2019,3228
23567,142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/05/2019,3446
23568,142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/06/2019,3462
23569,142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/07/2019,3552
23570,142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/08/2019,3852
23571,142,9003959,Burke Avenue,Yates Avenue,Dead End,WB,11/09/2019,3667
23572,143,74501,Caldwell Avenue,72 Street,74 Street,WB,09/21/2019,3788
23573,143,74501,Caldwell Avenue,72 Street,74 Street,WB,09/22/2019,3458
23574,143,74501,Caldwell Avenue,72 Street,74 Street,WB,09/23/2019,4788
23575,143,74501,Caldwell Avenue,72 Street,74 Street,WB,09/24/2019,5232
23576,143,74501,Caldwell Avenue,72 Street,74 Street,WB,09/25/2019,5169
23577,143,74501,Caldwell Avenue,72 Street,74 Street,WB,09/26/2019,4923
23578,143,74501,Caldwell Avenue,72 Street,74 Street,WB,09/27/2019,4561
23579,143,74501,Caldwell Avenue,72 Street,74 Street,WB,09/28/2019,4226
23580,143,74501,Caldwell Avenue,72 Street,74 Street,WB,09/29/2019,3955
23581,144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/10/2019,351
23582,144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/02/2019,399
23583,144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/03/2019,399
23584,144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/04/2019,385
23585,144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/05/2019,379
23586,144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/06/2019,413
23587,144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/07/2019,373
23588,144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/08/2019,405
23589,144,9002975,Calhoun Avenue,Dead End,Dead End,NB,11/09/2019,324
23590,144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/10/2019,926
23591,144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/02/2019,989
23592,144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/03/2019,854
23593,144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/04/2019,894
23594,144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/05/2019,865
23595,144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/06/2019,910
23596,144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/07/2019,894
23597,144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/08/2019,977
23598,144,9002975,Calhoun Avenue,Dead End,Dead End,SB,11/09/2019,948
23599,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,EB,10/05/2019,18022
23600,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,EB,10/06/2019,17340
23601,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,EB,10/07/2019,20496
23602,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,EB,10/08/2019,20476
23603,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,EB,10/09/2019,20186
23604,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,EB,10/10/2019,20319
23605,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,EB,10/11/2019,21107
23606,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,EB,10/12/2019,21328
23607,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,EB,10/13/2019,20981
23608,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,WB,10/05/2019,19254
23609,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,WB,10/06/2019,18283
23610,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,WB,10/07/2019,18879
23611,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,WB,10/08/2019,19599
23612,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,WB,10/09/2019,19477
23613,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,WB,10/10/2019,19630
23614,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,WB,10/11/2019,19377
23615,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,WB,10/12/2019,20268
23616,145,32329,Canal Street,Lafayette Street,Cortlandt Alley,WB,10/13/2019,18755
23617,146,9009052,Catherine Street,Dead End,Catherine Slip,SB,10/05/2019,2406
23618,146,9009052,Catherine Street,Dead End,Catherine Slip,SB,10/06/2019,2351
23619,146,9009052,Catherine Street,Dead End,Catherine Slip,SB,10/07/2019,4105
23620,146,9009052,Catherine Street,Dead End,Catherine Slip,SB,10/08/2019,3717
23621,146,9009052,Catherine Street,Dead End,Catherine Slip,SB,10/09/2019,3901
23622,146,9009052,Catherine Street,Dead End,Catherine Slip,SB,10/10/2019,3670
23623,146,9009052,Catherine Street,Dead End,Catherine Slip,SB,10/11/2019,3311
23624,146,9009052,Catherine Street,Dead End,Catherine Slip,SB,10/12/2019,2702
23625,146,9009052,Catherine Street,Dead End,Catherine Slip,SB,10/13/2019,2553
23626,147,28021,Caton Avenue,Westminster Road,Argyle Road,EB,10/05/2019,4379
23627,147,28021,Caton Avenue,Westminster Road,Argyle Road,EB,10/06/2019,3872
23628,147,28021,Caton Avenue,Westminster Road,Argyle Road,EB,10/07/2019,4960
23629,147,28021,Caton Avenue,Westminster Road,Argyle Road,EB,10/08/2019,4890
23630,147,28021,Caton Avenue,Westminster Road,Argyle Road,EB,10/09/2019,5067
23631,147,28021,Caton Avenue,Westminster Road,Argyle Road,EB,10/10/2019,5134
23632,147,28021,Caton Avenue,Westminster Road,Argyle Road,EB,10/11/2019,5267
23633,147,28021,Caton Avenue,Westminster Road,Argyle Road,EB,10/12/2019,4820
23634,147,28021,Caton Avenue,Westminster Road,Argyle Road,EB,10/13/2019,4300
23635,147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/05/2019,4330
23636,147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/06/2019,3922
23637,147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/07/2019,5324
23638,147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/08/2019,5091
23639,147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/09/2019,5165
23640,147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/10/2019,5243
23641,147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/11/2019,5479
23642,147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/12/2019,4576
23643,147,28021,Caton Avenue,Westminster Road,Argyle Road,WB,10/13/2019,4264
23644,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,EB,10/05/2019,2043
23645,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,EB,10/06/2019,2282
23646,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,EB,10/07/2019,2637
23647,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,EB,10/08/2019,2724
23648,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,EB,10/09/2019,2903
23649,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,EB,10/10/2019,2925
23650,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,EB,10/11/2019,3217
23651,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,EB,10/12/2019,2478
23652,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,EB,10/13/2019,2156
23653,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,WB,10/05/2019,3751
23654,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,WB,10/06/2019,3658
23655,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,WB,10/07/2019,4092
23656,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,WB,10/08/2019,4109
23657,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,WB,10/09/2019,3968
23658,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,WB,10/10/2019,4375
23659,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,WB,10/11/2019,4575
23660,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,WB,10/12/2019,4005
23661,148,166137,Central Park North,Frawley Circle,Central Park Lenox Avenue Appr,WB,10/13/2019,3511
23662,149,34257,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/05/2019,9230
23663,149,34257,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/06/2019,8162
23664,149,34257,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/07/2019,9211
23665,149,34257,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/08/2019,9851
23666,149,34257,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/09/2019,10443
23667,149,34257,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/10/2019,10628
23668,149,34257,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/11/2019,10643
23669,149,34257,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/12/2019,9623
23670,149,34257,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/13/2019,8216
23671,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/05/2019,9350
23672,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/06/2019,8570
23673,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/07/2019,9619
23674,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/08/2019,10230
23675,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/09/2019,10286
23676,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/10/2019,10956
23677,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/11/2019,10708
23678,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/12/2019,8688
23679,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/13/2019,7897
23680,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/05/2019,5571
23681,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/06/2019,5428
23682,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/07/2019,6389
23683,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/08/2019,7057
23684,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/09/2019,7170
23685,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/10/2019,7097
23686,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/11/2019,7329
23687,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/12/2019,6214
23688,150,37189,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/13/2019,5080
23689,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/05/2019,6134
23690,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/06/2019,5814
23691,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/07/2019,6385
23692,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/08/2019,6588
23693,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/09/2019,6916
23694,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/10/2019,7116
23695,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/11/2019,8018
23696,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/12/2019,6480
23697,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,NB,10/13/2019,6185
23698,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/05/2019,7740
23699,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/06/2019,7187
23700,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/07/2019,8376
23701,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/08/2019,8782
23702,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/09/2019,8861
23703,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/10/2019,9275
23704,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/11/2019,9298
23705,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/12/2019,8139
23706,151,9009550,Central Park West,8 Avenue Line,8 Avenue Line,SB,10/13/2019,7718
23707,152,23560,Centre Street,Lafayette Street,Duane Street,NB,10/05/2019,9391
23708,152,23560,Centre Street,Lafayette Street,Duane Street,NB,10/06/2019,8678
23709,152,23560,Centre Street,Lafayette Street,Duane Street,NB,10/07/2019,7457
23710,152,23560,Centre Street,Lafayette Street,Duane Street,NB,10/08/2019,8723
23711,152,23560,Centre Street,Lafayette Street,Duane Street,NB,10/09/2019,9939
23712,152,23560,Centre Street,Lafayette Street,Duane Street,NB,10/10/2019,8198
23713,152,23560,Centre Street,Lafayette Street,Duane Street,NB,10/11/2019,9423
23714,152,23560,Centre Street,Lafayette Street,Duane Street,NB,10/12/2019,8286
23715,152,23560,Centre Street,Lafayette Street,Duane Street,NB,10/13/2019,7804
23716,153,23408,Chambers Street,Elk Street,Broadway,EB,10/05/2019,9006
23717,153,23408,Chambers Street,Elk Street,Broadway,EB,10/06/2019,7870
23718,153,23408,Chambers Street,Elk Street,Broadway,EB,10/07/2019,8012
23719,153,23408,Chambers Street,Elk Street,Broadway,EB,10/08/2019,8317
23720,153,23408,Chambers Street,Elk Street,Broadway,EB,10/09/2019,8306
23721,153,23408,Chambers Street,Elk Street,Broadway,EB,10/10/2019,8563
23722,153,23408,Chambers Street,Elk Street,Broadway,EB,10/11/2019,8844
23723,153,23408,Chambers Street,Elk Street,Broadway,EB,10/12/2019,10045
23724,153,23408,Chambers Street,Elk Street,Broadway,EB,10/13/2019,9177
23725,153,23408,Chambers Street,Elk Street,Broadway,WB,10/05/2019,8317
23726,153,23408,Chambers Street,Elk Street,Broadway,WB,10/06/2019,8389
23727,153,23408,Chambers Street,Elk Street,Broadway,WB,10/07/2019,8644
23728,153,23408,Chambers Street,Elk Street,Broadway,WB,10/08/2019,8381
23729,153,23408,Chambers Street,Elk Street,Broadway,WB,10/09/2019,8441
23730,153,23408,Chambers Street,Elk Street,Broadway,WB,10/10/2019,8631
23731,153,23408,Chambers Street,Elk Street,Broadway,WB,10/11/2019,8950
23732,153,23408,Chambers Street,Elk Street,Broadway,WB,10/12/2019,9277
23733,153,23408,Chambers Street,Elk Street,Broadway,WB,10/13/2019,8976
23734,154,162554,Cherry Street,Catherine Slip,Dead end,SB,10/05/2019,2371
23735,154,162554,Cherry Street,Catherine Slip,Dead end,SB,10/06/2019,2339
23736,154,162554,Cherry Street,Catherine Slip,Dead end,SB,10/07/2019,3994
23737,154,162554,Cherry Street,Catherine Slip,Dead end,SB,10/08/2019,3824
23738,154,162554,Cherry Street,Catherine Slip,Dead end,SB,10/09/2019,3949
23739,154,162554,Cherry Street,Catherine Slip,Dead end,SB,10/10/2019,3575
23740,154,162554,Cherry Street,Catherine Slip,Dead end,SB,10/11/2019,3349
23741,154,162554,Cherry Street,Catherine Slip,Dead end,SB,10/12/2019,2634
23742,154,162554,Cherry Street,Catherine Slip,Dead end,SB,10/13/2019,2574
23743,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,NB,10/05/2019,6809
23744,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,NB,10/06/2019,6574
23745,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,NB,10/07/2019,5585
23746,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,NB,10/08/2019,5501
23747,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,NB,10/09/2019,6175
23748,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,NB,10/10/2019,5727
23749,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,NB,10/11/2019,5823
23750,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,NB,10/12/2019,6013
23751,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,NB,10/13/2019,5887
23752,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,SB,10/05/2019,15034
23753,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,SB,10/06/2019,13298
23754,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,SB,10/07/2019,12473
23755,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,SB,10/08/2019,12007
23756,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,SB,10/09/2019,12391
23757,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,SB,10/10/2019,13354
23758,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,SB,10/11/2019,14067
23759,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,SB,10/12/2019,13032
23760,155,32706,Chrystie Street,6 Avenue Line,6 Avenue Line,SB,10/13/2019,11839
23761,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,EB,10/05/2019,6942
23762,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,EB,10/06/2019,6393
23763,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,EB,10/07/2019,6295
23764,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,EB,10/08/2019,6791
23765,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,EB,10/09/2019,6762
23766,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,EB,10/10/2019,4687
23767,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,EB,10/11/2019,5017
23768,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,EB,10/12/2019,7306
23769,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,EB,10/13/2019,6920
23770,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,WB,10/05/2019,5219
23771,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,WB,10/06/2019,4954
23772,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,WB,10/07/2019,5534
23773,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,WB,10/08/2019,5680
23774,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,WB,10/09/2019,5761
23775,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,WB,10/10/2019,5694
23776,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,WB,10/11/2019,5923
23777,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,WB,10/12/2019,4761
23778,156,28845,Church Avenue,Brooklyn Avenue,East 37 Street,WB,10/13/2019,4650
23779,157,28103,Church Avenue,Argyle Road,Rugby Road,EB,10/05/2019,3856
23780,157,28103,Church Avenue,Argyle Road,Rugby Road,EB,10/06/2019,3180
23781,157,28103,Church Avenue,Argyle Road,Rugby Road,EB,10/07/2019,4493
23782,157,28103,Church Avenue,Argyle Road,Rugby Road,EB,10/08/2019,5006
23783,157,28103,Church Avenue,Argyle Road,Rugby Road,EB,10/09/2019,4863
23784,157,28103,Church Avenue,Argyle Road,Rugby Road,EB,10/10/2019,5300
23785,157,28103,Church Avenue,Argyle Road,Rugby Road,EB,10/11/2019,5073
23786,157,28103,Church Avenue,Argyle Road,Rugby Road,EB,10/12/2019,3829
23787,157,28103,Church Avenue,Argyle Road,Rugby Road,EB,10/13/2019,3288
23788,157,28103,Church Avenue,Argyle Road,Rugby Road,WB,10/05/2019,4239
23789,157,28103,Church Avenue,Argyle Road,Rugby Road,WB,10/06/2019,3955
23790,157,28103,Church Avenue,Argyle Road,Rugby Road,WB,10/07/2019,5070
23791,157,28103,Church Avenue,Argyle Road,Rugby Road,WB,10/08/2019,5138
23792,157,28103,Church Avenue,Argyle Road,Rugby Road,WB,10/09/2019,5005
23793,157,28103,Church Avenue,Argyle Road,Rugby Road,WB,10/10/2019,5291
23794,157,28103,Church Avenue,Argyle Road,Rugby Road,WB,10/11/2019,5231
23795,157,28103,Church Avenue,Argyle Road,Rugby Road,WB,10/12/2019,4574
23796,157,28103,Church Avenue,Argyle Road,Rugby Road,WB,10/13/2019,4251
23797,158,23396,CHURCH STREET,Duane St,Reade St,NB,10/19/2019,21304
23798,158,23396,CHURCH STREET,Duane St,Reade St,NB,10/20/2019,17902
23799,158,23396,CHURCH STREET,Duane St,Reade St,NB,10/21/2019,18440
23800,158,23396,CHURCH STREET,Duane St,Reade St,NB,10/22/2019,18820
23801,158,23396,CHURCH STREET,Duane St,Reade St,NB,10/23/2019,18710
23802,158,23396,CHURCH STREET,Duane St,Reade St,NB,10/24/2019,18066
23803,158,23396,CHURCH STREET,Duane St,Reade St,NB,10/25/2019,21201
23804,158,23396,CHURCH STREET,Duane St,Reade St,NB,10/26/2019,21422
23805,158,23396,CHURCH STREET,Duane St,Reade St,NB,10/27/2019,17840
23806,159,31764,Church Street,8 Avenue Line,8 Avenue Line,NB,10/05/2019,19527
23807,159,31764,Church Street,8 Avenue Line,8 Avenue Line,NB,10/06/2019,17771
23808,159,31764,Church Street,8 Avenue Line,8 Avenue Line,NB,10/07/2019,21549
23809,159,31764,Church Street,8 Avenue Line,8 Avenue Line,NB,10/08/2019,19990
23810,159,31764,Church Street,8 Avenue Line,8 Avenue Line,NB,10/09/2019,20543
23811,159,31764,Church Street,8 Avenue Line,8 Avenue Line,NB,10/10/2019,20156
23812,159,31764,Church Street,8 Avenue Line,8 Avenue Line,NB,10/11/2019,19305
23813,159,31764,Church Street,8 Avenue Line,8 Avenue Line,NB,10/12/2019,20586
23814,159,31764,Church Street,8 Avenue Line,8 Avenue Line,NB,10/13/2019,18846
23815,160,9008423,Clarkson Avenue,Dead Wend,East 37 Street,EB,10/05/2019,4084
23816,160,9008423,Clarkson Avenue,Dead Wend,East 37 Street,EB,10/06/2019,3457
23817,160,9008423,Clarkson Avenue,Dead Wend,East 37 Street,EB,10/07/2019,5439
23818,160,9008423,Clarkson Avenue,Dead Wend,East 37 Street,EB,10/08/2019,5877
23819,160,9008423,Clarkson Avenue,Dead Wend,East 37 Street,EB,10/09/2019,5936
23820,160,9008423,Clarkson Avenue,Dead Wend,East 37 Street,EB,10/10/2019,5995
23821,160,9008423,Clarkson Avenue,Dead Wend,East 37 Street,EB,10/11/2019,5972
